index,Date_Heure,Pression au niveau mer,Variation de pression en 3 heures,Type de tendance barometrique,Direction du vent moyen 10 mn,Vitesse du vent moyen 10 mn,Temperature,Point de rosee,Humidite,Visibilite horizontale,Temps present,Pression station,Rafales sur une periode,Periode de mesure de la rafale,Precipitations dans la derniere heure,Precipitations dans les 3 dernieres heures,Temperature (C),consommation,datehour,datemonth
98202,4/28/2016 2:00,101350,50,0,360,3.1,283.65,270.55,40,60000,0,101250,5.8,-10,0,0,10.5,22037,2,4
98686,4/28/2016 5:00,101320,-30,6,350,2.1,282.95,270.65,42,20000,1,101220,3.2,-10,0,0,9.8,21828,5,4
119935,4/28/2016 8:00,101410,90,3,10,1.8,281.25,274.35,62,47070,3,101310,2.4,-10,0,0,8.1,26397,8,4
29246,4/28/2016 11:00,101450,40,0,350,2.5,288.65,270.65,29,59490,1,101350,5.2,-10,0,0,15.5,27149,11,4
98703,4/28/2016 14:00,101320,-130,8,150,4,289.95,273.55,33,18210,1,101220,6.7,-10,0,0,16.8,25458,14,4
29999,4/28/2016 17:00,101230,-80,8,170,5.3,290.85,275.95,37,40000,2,101140,7.6,-10,0,0,17.7,22976,17,4
98716,4/28/2016 20:00,101260,20,3,110,1.9,289.55,281.55,59,57360,2,101160,5.8,-10,0,0,16.4,24093,20,4
30016,4/28/2016 23:00,101600,340,1,330,3,286.45,272.75,39,60000,2,101500,5,-10,0,0,13.3,25414,23,4
29289,4/29/2016 2:00,101740,140,1,310,2.3,283.55,273.55,50,60000,0,101640,2.9,-10,0,0,10.4,21835,2,4
29701,4/29/2016 5:00,101790,50,3,320,2.5,282.45,273.05,52,40000,2,101690,3.1,-10,0,0,9.3,21894,5,4
29299,4/29/2016 8:00,101870,80,3,310,0.8,282.15,275.05,61,17550,2,101770,2.2,-10,0,0,9,26238,8,4
98777,4/29/2016 11:00,101910,40,0,40,3.5,288.75,271.65,31,46000,2,101810,7.4,-10,0,0,15.6,26587,11,4
98783,4/29/2016 14:00,101810,-100,8,200,5.1,289.95,275.55,38,51200,3,101710,7.2,-10,0,0,16.8,24611,14,4
98794,4/29/2016 17:00,101730,-80,7,210,6.2,289.45,276.15,41,43020,3,101630,8.6,-10,0,0,16.3,21912,17,4
120982,4/29/2016 20:00,101720,-10,5,240,6.8,287.75,278.25,53,39490,1,101620,9,-10,0,0,14.6,23163,20,4
29735,4/29/2016 23:00,101820,100,2,250,2.7,285.35,279.65,68,59930,0,101720,5.5,-10,0,0,12.2,25190,23,4
98805,4/30/2016 2:00,101740,-80,8,20,2.2,282.05,278.65,79,27460,0,101640,2.7,-10,0,0,8.9,20997,2,4
98813,4/30/2016 5:00,101660,-80,6,30,2.6,282.55,280.85,89,20000,2,101560,4,-10,0,0,9.4,19367,5,4
29761,4/30/2016 8:00,101710,50,3,360,2.8,283.65,280.75,82,45050,3,101610,4,-10,0,0,10.5,22473,8,4
29766,4/30/2016 11:00,101740,30,3,130,1.3,287.55,282.35,71,17280,0,101640,2.9,-10,0,0,14.4,25991,11,4
121023,4/30/2016 14:00,101850,110,0,0,0,284.55,279.45,71,46910,0,101750,4.9,-10,-0.1,2.6,11.4,25207,14,4
98831,4/30/2016 17:00,101690,-160,6,280,10.6,290.45,276.35,39,57690,1,101590,14,-10,0,0,17.3,23630,17,4
121034,4/30/2016 20:00,101730,40,1,270,12.2,284.95,276.95,58,54550,3,101630,17.4,-10,0,0,11.8,25265,20,4
29786,4/30/2016 23:00,101950,220,1,270,9.4,283.65,276.85,63,60000,1,101850,15.6,-10,0,0,10.5,26697,23,4
24361,5/1/2016 1:00,99950,-40,8,250,4.9,282.85,280.15,83,60000,0,99850,6.1,-10,0,0,9.7,30974,1,5
72005,5/1/2016 4:00,99990,40,0,260,4.5,282.75,278.95,77,60000,0,99890,10.3,-10,0,0,9.6,27194,4,5
24369,5/1/2016 7:00,100130,140,2,270,3.3,281.55,276.35,70,30000,1,100030,6.2,-10,0,0,8.4,27710,7,5
69111,5/1/2016 10:00,100210,80,3,190,1.3,282.25,278.25,76,50000,2,100110,5.1,-10,0,0,9.1,33531,10,5
69118,5/1/2016 13:00,100180,-30,8,230,3.3,284.75,278.15,64,59700,0,100080,5.1,-10,0,0,11.6,34004,13,5
88099,5/1/2016 16:00,100110,-70,6,240,4.1,284.25,278.35,67,50000,1,100010,6.2,-10,-0.1,-0.1,11.1,33646,16,5
69126,5/1/2016 19:00,100260,150,3,280,4.9,282.75,276.05,63,40000,1,100160,8.5,-10,0,0,9.6,35281,19,5
88115,5/1/2016 22:00,100380,120,1,280,3.3,280.25,275.75,73,60000,1,100280,6.9,-10,0,0,7.1,35028,22,5
136321,5/2/2016 1:00,103040,-100,6,290,1.2,278.95,275.05,76,60000,0,102940,2.7,-10,0,0,5.8,32240,1,5
23720,5/2/2016 4:00,102910,-130,6,340,1,277.45,274.45,81,20000,0,102810,4.7,-10,0,0,4.3,28788,4,5
136333,5/2/2016 7:00,102810,-100,6,10,1,276.05,274.05,87,20000,2,102710,3.4,-10,0,0,2.9,29605,7,5
14590,5/2/2016 10:00,102770,-40,8,310,3.2,283.95,278.25,68,40000,2,102670,4.5,-10,0,0,10.8,35243,10,5
25195,5/2/2016 13:00,102540,-230,8,340,4.2,290.75,277.35,41,55410,1,102440,11.2,-10,0,0,17.6,32577,13,5
25204,5/2/2016 16:00,102420,-120,5,210,4.3,289.45,280.95,57,60000,2,102320,5.8,-10,0,0,16.3,29013,16,5
25210,5/2/2016 19:00,102500,80,3,230,2,284.25,281.45,83,40000,3,102400,2.5,-10,0,0,11.1,28748,19,5
14624,5/2/2016 22:00,102570,70,2,50,3.4,280.05,278.65,91,10000,3,102470,4.3,-10,0,0,6.9,31161,22,5
100237,5/3/2016 1:00,99850,260,1,250,5.2,282.95,276.25,63,60000,0,99750,8.7,-10,0,0,9.8,30800,1,5
93983,5/3/2016 4:00,99800,-50,8,250,3.1,282.05,277.25,72,20000,0,99700,7.3,-10,-0.1,-0.1,8.9,27348,4,5
26956,5/3/2016 7:00,99820,20,3,270,3.5,281.75,275.75,66,20000,1,99720,5.9,-10,0,0,8.6,26300,7,5
93997,5/3/2016 10:00,99970,150,3,270,8.9,283.55,275.35,57,40000,1,99870,11.9,-10,0,0,10.4,29274,10,5
100252,5/3/2016 13:00,100030,60,0,270,5.3,284.65,274.85,51,40000,3,99930,12.2,-10,0,0,11.5,30839,13,5
27383,5/3/2016 16:00,100020,-10,5,280,5,285.85,274.85,47,40000,3,99920,12.6,-10,0,0,12.7,29641,16,5
94016,5/3/2016 19:00,100210,190,3,290,9.5,282.75,274.35,56,60000,1,100110,14.1,-10,0,-0.1,9.6,29547,19,5
26977,5/3/2016 22:00,100450,240,1,260,4.3,280.25,274.75,68,60000,3,100350,8.5,-10,0,0,7.1,32389,22,5
50532,5/4/2016 2:00,100590,-90,8,120,9.1,286.95,286.05,94,4520,10,100490,12.8,-10,1.2,1.8,13.8,27772,2,5
97324,5/4/2016 5:00,100520,-70,5,150,9.5,286.95,286.35,96,3410,61,100420,12,-10,3.8,8.9,13.8,24811,5,5
97330,5/4/2016 8:00,100600,80,3,140,6.5,286.75,286.15,96,4050,61,100500,9.6,-10,1.7,7.3,13.6,25887,8,5
28582,5/4/2016 11:00,100860,260,3,200,3.8,285.95,285.05,94,6490,61,100760,15.1,-10,1.2,3.4,12.8,23405,11,5
28585,5/4/2016 14:00,100970,110,1,270,2,286.25,285.35,94,57180,21,100870,3,-10,0.4,1.8,13.1,22393,14,5
50568,5/4/2016 17:00,100970,10,1,280,0.8,289.05,286.75,86,59390,21,100880,2.8,-10,0,2,15.9,28208,17,5
58510,5/4/2016 20:00,101160,180,3,320,1.5,288.25,285.15,82,56780,3,101060,2.2,-10,0,0,15.1,30580,20,5
50580,5/4/2016 23:00,101370,210,1,310,2.7,287.25,285.25,88,40000,3,101270,3.4,-10,0,0,14.1,30244,23,5
29244,5/5/2016 2:00,101790,-130,8,320,2.1,284.55,277.75,63,28000,0,101690,2.6,-10,,0,11.4,19501,2,5
98269,5/5/2016 5:00,101720,-70,6,300,2,283.65,276.45,61,28380,2,101620,3.8,-10,0,0,10.5,17815,5,5
29259,5/5/2016 8:00,101650,-70,6,360,3.6,284.15,277.35,63,30000,2,101550,5.8,-10,0,0,11,19435,8,5
110393,5/5/2016 11:00,101690,50,3,80,4.4,292.75,278.45,39,50000,2,101600,7.6,-10,0,0,19.6,21311,11,5
98287,5/5/2016 14:00,101760,70,3,140,3.7,291.75,280.25,47,50000,2,101670,7.9,-10,0,0,18.6,19542,14,5
120142,5/5/2016 17:00,101750,-10,8,160,4.1,291.55,284.85,65,40000,2,101660,6.9,-10,0,0,18.4,18125,17,5
110410,5/5/2016 20:00,101810,50,2,170,3.9,289.45,285.05,75,20000,2,101710,6.7,-10,0,0,16.3,20303,20,5
17425,5/5/2016 23:00,101860,50,0,160,2.1,287.25,284.55,84,15000,2,101760,4.3,-10,0,0,14.1,22115,23,5
23107,5/6/2016 2:00,101480,20,0,10,3.1,288.95,286.65,86,35000,0,101380,4.6,-10,,0,15.8,16717,2,5
23109,5/6/2016 5:00,101500,20,3,250,0.7,288.45,286.45,88,40000,2,101400,3.1,-10,0,0,15.3,14351,5,5
12830,5/6/2016 8:00,101610,120,1,320,1.3,292.25,287.55,74,40000,3,101520,2.4,-10,0,0,19.1,15941,8,5
12838,5/6/2016 11:00,101620,10,2,160,4.3,297.55,286.15,49,19400,2,101530,5.5,-10,0,0,24.4,19301,11,5
23170,5/6/2016 14:00,101550,-70,8,180,3.9,298.45,285.95,46,50000,2,101460,6.5,-10,0,0,25.3,18211,14,5
23174,5/6/2016 17:00,101420,-130,6,190,5.9,297.45,286.95,52,50000,2,101330,9,-10,0,0,24.3,16959,17,5
18158,5/6/2016 20:00,101510,90,3,190,3.3,295.35,287.95,63,60000,2,101420,5.1,-10,0,0,22.2,18387,20,5
12879,5/6/2016 23:00,101670,160,2,10,1.5,292.25,288.55,79,50000,2,101580,3.1,-10,0,0,19.1,20648,23,5
11587,5/7/2016 2:00,101670,-100,7,120,3.5,295.05,288.85,68,60000,0,101580,6.4,-10,0,0,21.9,19045,2,5
93072,5/7/2016 5:00,101800,130,3,250,2.5,295.05,289.15,69,18510,61,101710,4.2,-10,-0.1,-0.1,21.9,18347,5,5
112608,5/7/2016 8:00,101660,-140,6,330,1.7,295.65,288.95,66,48770,1,101570,2.2,-10,0,-0.1,22.5,23120,8,5
93084,5/7/2016 11:00,101670,10,1,160,2,302.25,289.75,47,50000,1,101580,3.1,-10,0,0,29.1,26559,11,5
112084,5/7/2016 14:00,101640,-30,8,230,5.3,303.85,289.85,43,50000,3,101550,10,-10,0,0,30.7,26546,14,5
93098,5/7/2016 17:00,101680,40,1,290,5.7,302.45,288.55,43,40000,1,101590,8.2,-10,0,0,29.3,24923,17,5
112097,5/7/2016 20:00,101550,-130,6,170,2.5,302.65,289.45,45,55600,3,101460,4.6,-10,0,0,29.5,23344,20,5
11625,5/7/2016 23:00,101690,140,3,330,5.3,301.25,284.75,36,60000,1,101600,8.4,-10,0,0,28.1,23753,23,5
14256,5/8/2016 2:00,101650,220,1,270,5,293.55,288.95,75,60000,0,101560,7.2,-10,-0.1,0.6,20.4,18609,2,5
19643,5/8/2016 5:00,101650,0,5,280,5.5,293.65,287.35,67,60000,3,101560,8.2,-10,0,0.2,20.5,17828,5,5
19646,5/8/2016 8:00,101800,150,3,270,5.7,293.35,285.55,61,25710,2,101710,9.6,-10,0,0,20.2,21537,8,5
14274,5/8/2016 11:00,101900,100,1,310,6.9,297.45,284.05,43,60000,3,101810,11.5,-10,0,0,24.3,24792,11,5
99443,5/8/2016 14:00,101830,-70,8,360,7.9,301.25,281.55,29,30190,1,101740,12.5,-10,0,0,28.1,24462,14,5
101148,5/8/2016 17:00,101790,-40,7,350,8.9,303.25,279.85,23,35420,0,101700,14.5,-10,0,0,30.1,22945,17,5
101154,5/8/2016 20:00,101960,170,3,10,7.8,300.15,279.55,27,60000,2,101870,13.3,-10,0,0,27,22344,20,5
157366,5/8/2016 23:00,102180,220,1,350,5.7,296.65,280.25,35,60000,2,102090,7.7,-10,0,0,23.5,22905,23,5
113666,5/9/2016 2:00,101720,20,1,300,5.3,299.55,285.65,42,60000,0,101630,7.9,-10,0,0,26.4,18047,2,5
113673,5/9/2016 5:00,101810,90,1,250,2.8,295.65,284.05,48,50000,2,101720,3.2,-10,0,0,22.5,18536,5,5
113678,5/9/2016 8:00,101880,70,3,360,2.1,294.15,283.35,50,50000,2,101790,3.6,-10,0,0,21,23272,8,5
28188,5/9/2016 11:00,101860,-20,8,120,3,301.45,285.75,38,17830,2,101770,4.3,-10,0,0,28.3,26710,11,5
11492,5/9/2016 14:00,101690,-170,8,170,3.4,305.85,282.65,24,50000,2,101600,6.5,-10,0,0,32.7,27166,14,5
112187,5/9/2016 17:00,101600,-90,6,160,2,307.45,283.95,24,50000,2,101510,6.3,-10,0,0,34.3,25860,17,5
112194,5/9/2016 20:00,101750,150,3,30,4.3,303.25,288.15,40,57450,3,101660,7.6,-10,0,0,30.1,24937,20,5
11505,5/9/2016 23:00,101950,200,1,20,4.8,298.25,288.55,55,60000,2,101860,7.5,-10,0,0,25.1,23398,23,5
60194,5/10/2016 2:00,102210,-20,8,350,3,286.75,279.15,60,60000,0,102110,3.9,-10,0,0,13.6,17715,2,5
31908,5/10/2016 5:00,102200,-10,7,320,1,284.55,279.25,70,60000,2,102100,2.4,-10,0,0,11.4,17711,5,5
870,5/10/2016 8:00,102140,-60,7,20,1.2,282.65,279.05,78,40000,2,102040,2,-10,0,0,9.5,22995,8,5
875,5/10/2016 11:00,102100,-40,8,10,2.7,291.85,280.65,48,46590,2,102000,3.9,-10,0,0,18.7,25031,11,5
66242,5/10/2016 14:00,101850,-240,8,190,3.4,294.35,283.55,50,70000,2,101760,5.2,-10,0,0,21.2,24591,14,5
883,5/10/2016 17:00,101480,-370,7,280,7,298.85,286.65,47,41400,1,101390,13.1,-10,0,0,25.7,22705,17,5
31942,5/10/2016 20:00,101460,-20,5,0,0,292.85,287.85,73,40000,2,101370,5.8,-10,0,0,19.7,22941,20,5
60089,5/10/2016 23:00,101510,50,1,310,1.7,290.65,282.55,59,30000,2,101420,3.8,-10,0,0,17.5,21484,23,5
149555,5/11/2016 1:00,101120,-270,8,30,2.3,286.25,285.35,94,5300,58,101020,5,-10,-0.1,1,13.1,26110,1,5
149565,5/11/2016 4:00,100770,-350,8,20,3,285.75,284.95,95,6000,1,100670,5.2,-10,0,-0.1,12.6,21737,4,5
39350,5/11/2016 7:00,100530,-240,6,10,3.3,286.95,285.65,92,6000,1,100430,6.8,-10,0,0,13.8,20423,7,5
39357,5/11/2016 10:00,100500,-20,5,320,1.6,288.35,286.55,89,7140,3,100410,3.9,-10,0,0,15.2,22971,10,5
149581,5/11/2016 13:00,100380,-120,8,120,2.3,289.35,287.15,87,4420,3,100290,3.4,-10,0,0,16.2,25965,13,5
96061,5/11/2016 16:00,100220,-160,6,180,0.8,290.45,288.05,86,7000,0,100130,1.9,-10,0,0,17.3,25596,16,5
96070,5/11/2016 19:00,100340,120,3,290,3.9,287.65,281.85,68,60000,21,100250,9.2,-10,0.6,0.8,14.5,26243,19,5
149597,5/11/2016 22:00,100410,60,1,300,5.8,286.95,278.85,58,60000,1,100310,8.6,-10,0,0,13.8,25852,22,5
32796,5/12/2016 1:00,102300,40,1,20,2.9,283.55,280.45,81,27240,0,102200,4.5,-10,0,0,10.4,29587,1,5
32799,5/12/2016 4:00,102320,20,3,20,3.7,282.15,279.75,85,15000,2,102220,4.8,-10,0,0,9,26242,4,5
85177,5/12/2016 7:00,102360,40,3,20,4.2,282.35,277.15,70,40880,2,102260,7.9,-10,0,0,9.2,26712,7,5
85182,5/12/2016 10:00,102460,100,3,40,4.5,285.25,277.75,60,40000,3,102360,7.3,-10,0,0,12.1,32393,10,5
125196,5/12/2016 13:00,102440,-20,8,20,4.3,286.45,279.05,61,50900,2,102340,5.7,-10,0,0,13.3,31915,13,5
85195,5/12/2016 16:00,102450,10,3,10,2.6,286.95,279.55,61,52290,2,102350,4.4,-10,0,0,13.8,30641,16,5
85206,5/12/2016 19:00,102510,60,3,10,3,283.55,278.75,72,40000,1,102410,4.6,-10,0,0,10.4,32061,19,5
32828,5/12/2016 22:00,102590,80,2,10,1.4,282.25,278.75,79,23270,1,102490,2.8,-10,0,0,9.1,31769,22,5
17933,5/13/2016 2:00,100420,0,5,290,4.6,287.95,282.35,69,60000,0,100330,6.7,-10,,0,14.8,19012,2,5
31062,5/13/2016 5:00,100400,-30,7,290,5.4,286.75,281.75,72,25000,2,100300,7.2,-10,0,0,13.6,18947,5,5
48340,5/13/2016 8:00,100420,30,3,280,4.8,287.85,282.65,71,50000,3,100330,7.8,-10,0,0,14.7,23812,8,5
30890,5/13/2016 11:00,100460,40,3,290,7.8,292.45,282.05,51,50000,2,100370,10.7,-10,0,0,19.3,25125,11,5
48111,5/13/2016 14:00,100520,60,2,310,7.8,291.45,281.45,52,40000,3,100430,13.3,-10,0,0,18.3,24041,14,5
17819,5/13/2016 17:00,100530,10,1,310,5.9,290.95,284.05,64,30000,60,100440,12.6,-10,-0.1,-0.1,17.8,22302,17,5
30910,5/13/2016 20:00,100530,0,5,270,6.8,288.85,284.85,77,20000,21,100440,9.5,-10,-0.1,0.2,15.7,23010,20,5
156760,5/13/2016 23:00,100600,70,0,290,7.2,289.95,282.85,63,20000,2,100510,10.8,-10,0,0,16.8,23551,23,5
30958,5/14/2016 2:00,100680,80,2,300,7.2,289.45,282.35,63,60000,0,100590,11.8,-10,,0,16.3,19179,2,5
48159,5/14/2016 5:00,100640,-40,6,310,8.7,289.45,282.15,62,20000,2,100550,14.9,-10,0,0,16.3,17888,5,5
156777,5/14/2016 8:00,100750,110,3,310,10.3,290.75,282.65,59,50000,2,100660,15.4,-10,,0,17.6,20138,8,5
30632,5/14/2016 11:00,100810,60,2,310,8.7,295.25,282.45,44,50000,2,100720,13.4,-10,0,0,22.1,23167,11,5
47721,5/14/2016 14:00,100860,50,0,340,7.2,298.15,281.65,35,50000,2,100770,12.3,-10,,0,25,21848,14,5
156444,5/14/2016 17:00,100860,0,5,320,11.3,298.95,277.95,26,40000,2,100770,16.5,-10,0,0,25.8,19842,17,5
156452,5/14/2016 20:00,101080,220,3,360,3.6,296.45,280.55,36,40000,2,100990,13.9,-10,,0,23.3,20575,20,5
110627,5/14/2016 23:00,101430,340,1,10,3.6,290.35,277.65,43,20000,2,101330,5.7,-10,0,0,17.2,22777,23,5
47779,5/15/2016 2:00,101600,170,1,300,3.1,288.25,280.05,58,55000,0,101500,4.6,-10,,0,15.1,18639,2,5
47784,5/15/2016 5:00,101650,50,2,310,4.1,286.35,279.45,63,40000,2,101550,5.1,-10,0,0,13.2,16261,5,5
47787,5/15/2016 8:00,101740,90,3,340,2.6,288.15,279.15,55,40000,2,101640,3.6,-10,,0,15,17964,8,5
156563,5/15/2016 14:00,101670,-100,8,180,3.8,294.65,280.15,39,50000,2,101580,6.4,-10,0,0,21.5,18887,14,5
30760,5/15/2016 17:00,101580,-90,8,190,2.6,295.65,278.95,34,50000,2,101490,5.3,-10,0,0,22.5,16921,17,5
17611,5/15/2016 20:00,101690,110,3,30,2.6,294.65,275.35,28,59360,2,101600,9.1,-10,0,0,21.5,18897,20,5
17647,5/15/2016 23:00,102000,300,1,20,2.2,288.45,276.55,45,60000,1,101900,5.5,-10,0,0,15.3,21675,23,5
30808,5/16/2016 2:00,102120,120,1,360,4.1,285.85,275.65,50,60000,0,102020,5.7,-10,,0,12.7,18035,2,5
110762,5/16/2016 5:00,102120,0,4,30,1.5,282.85,275.45,60,50000,2,102020,4.1,-10,0,0,9.7,16417,5,5
30820,5/16/2016 8:00,102160,40,3,340,3,285.45,276.15,53,50950,2,102060,4,-10,0,0,12.3,18491,8,5
110898,5/16/2016 11:00,102130,-30,8,150,1.7,290.65,275.35,36,60000,2,102030,3.6,-10,0,0,17.5,21194,11,5
17708,5/16/2016 14:00,101950,-170,8,160,4.6,293.05,279.05,40,50000,2,101860,6.2,-10,,0,19.9,19963,14,5
48275,5/16/2016 17:00,101710,-240,6,110,5.5,295.75,279.55,35,29590,3,101620,6.8,-10,0,0,22.6,18216,17,5
110919,5/16/2016 20:00,101790,80,3,40,1.5,295.45,277.45,31,30000,2,101700,11.3,-10,,0,22.3,19983,20,5
48288,5/16/2016 23:00,102030,230,3,340,2.3,290.05,278.05,45,48700,2,101930,3.5,-10,0,0,16.9,21757,23,5
31001,5/17/2016 2:00,102050,20,0,10,3.1,286.85,277.45,53,55000,0,101950,4.6,-10,,0,13.7,18298,2,5
46216,5/17/2016 5:00,101920,-130,6,320,3.6,286.65,276.75,51,50000,2,101820,5.1,-10,0,0,13.5,18191,5,5
46224,5/17/2016 8:00,101970,50,3,280,2.6,287.15,278.55,56,50000,2,101870,4.6,-10,,0,14,23111,8,5
31031,5/17/2016 14:00,101780,-130,7,30,3.1,296.65,274.35,23,50000,2,101690,7.7,-10,,0,23.5,23503,14,5
31038,5/17/2016 17:00,101650,-130,6,230,7.1,294.95,280.75,40,30400,3,101560,9.7,-10,0,0,21.8,21686,17,5
48319,5/17/2016 20:00,101610,-40,5,240,7.4,293.35,281.35,46,52700,0,101520,10.6,-10,0,0,20.2,21230,20,5
5184,5/17/2016 23:00,101730,110,3,250,2.7,288.85,282.95,68,37450,0,101630,6.8,-10,0,0,15.7,22528,23,5
30266,5/18/2016 2:00,101660,-70,6,320,1,286.65,282.85,78,19000,0,101560,2.6,-10,,0,13.5,18598,2,5
5193,5/18/2016 5:00,101540,-120,6,40,2.6,284.45,281.45,82,17000,0,101440,4.6,-10,0,0,11.3,18188,5,5
47402,5/18/2016 11:00,101580,-10,8,90,2,292.05,286.45,70,12000,1,101490,4.4,-10,0,0,18.9,24171,11,5
30347,5/18/2016 14:00,101550,-30,6,170,3.8,292.85,287.25,70,15000,2,101460,5.9,-10,0,0,19.7,23329,14,5
136007,5/18/2016 17:00,101460,-90,6,160,3.8,290.15,287.65,85,18620,0,101370,6.2,-10,-0.1,-0.1,17,21461,17,5
47417,5/18/2016 20:00,101440,-30,6,190,3.5,289.35,287.55,89,14990,61,101340,6,-10,1.6,1.6,16.2,21413,20,5
45575,5/18/2016 23:00,101460,20,1,230,2.6,288.75,287.65,93,11300,0,101360,6,-10,0,0,15.6,22224,23,5
129103,5/19/2016 2:00,101470,10,3,270,7.7,287.55,285.25,86,17000,0,101370,11.8,-10,,0.2,14.4,17952,2,5
45588,5/19/2016 5:00,101340,-130,6,290,8.2,287.65,280.65,63,60000,0,101240,13.9,-10,0,0,14.5,17428,5,5
45599,5/19/2016 8:00,101520,180,3,290,4.5,288.65,280.45,58,50000,2,101420,6.7,-10,0,0,15.5,22577,8,5
30455,5/19/2016 11:00,101600,90,1,290,7.7,290.95,280.05,49,50000,2,101510,12.9,-10,0,0,17.8,24651,11,5
129168,5/19/2016 14:00,101600,0,4,320,10.8,292.85,278.45,39,50000,2,101510,16.5,-10,,0,19.7,23523,14,5
12275,5/19/2016 17:00,101570,-30,6,310,10.3,294.55,277.15,32,50000,2,101480,16.5,-10,0,0,21.4,21506,17,5
129188,5/19/2016 20:00,101700,130,3,330,9,293.65,276.85,33,25000,2,101610,15.4,-10,0,0,20.5,21365,20,5
45269,5/19/2016 23:00,101980,270,1,300,4,289.45,278.45,48,30000,1,101880,5.5,-10,0,0,16.3,22746,23,5
12339,5/20/2016 2:00,102010,30,2,10,2.1,285.55,279.55,67,60000,0,101910,4.6,-10,,0,12.4,18578,2,5
30513,5/20/2016 5:00,101990,-20,5,340,2.1,286.45,279.55,63,30000,2,101890,5.7,-10,0,0,13.3,18468,5,5
30516,5/20/2016 8:00,102090,100,3,290,5.1,289.15,280.35,56,70000,2,101990,6.7,-10,,0,16,23039,8,5
129262,5/20/2016 11:00,102060,-20,8,20,2.6,294.85,280.25,39,70000,2,101970,7.7,-10,0,0,21.7,23996,11,5
129269,5/20/2016 14:00,101970,-90,6,180,3.1,296.55,281.05,37,70000,2,101880,5.7,-10,,0,23.4,22605,14,5
12411,5/20/2016 17:00,101860,-110,8,210,4.9,297.05,281.45,37,19890,3,101770,7.2,-10,0,0,23.9,20663,17,5
12417,5/20/2016 20:00,101830,-30,5,220,4.2,295.25,282.75,45,19120,2,101740,6.7,-10,0,0,22.1,20020,20,5
12440,5/20/2016 23:00,101980,140,3,210,1.4,289.75,285.85,78,54740,2,101880,3.7,-10,0,0,16.6,22163,23,5
30129,5/21/2016 5:00,101900,-50,6,10,2.6,287.15,283.55,79,40000,2,101800,3.6,-10,0,0,14,15796,5,5
45385,5/21/2016 8:00,101930,30,3,30,3.1,288.55,283.95,74,40000,2,101830,4.1,-10,,0,15.4,18071,8,5
6163,5/21/2016 11:00,101920,0,0,80,4.1,295.35,283.85,48,40000,2,101830,5.1,-10,0,0,22.2,20825,11,5
6170,5/21/2016 14:00,101890,-30,7,140,6.7,293.65,288.85,74,25000,2,101800,9.8,-10,,0,20.5,20243,14,5
30193,5/21/2016 17:00,101830,-60,8,130,5.1,293.45,288.65,74,20000,2,101740,8.7,-10,0,0,20.3,18761,17,5
47162,5/21/2016 20:00,101770,-60,6,130,3.5,291.45,287.95,80,20000,2,101680,5.3,-10,0,0,18.3,18726,20,5
47214,5/21/2016 23:00,101760,-20,8,120,6.1,290.05,287.65,86,15320,1,101660,8.8,-10,0,0,16.9,20862,23,5
30559,5/22/2016 2:00,101680,-80,8,110,6.2,289.75,288.15,90,12000,0,101580,8.7,-10,,0,16.6,16789,2,5
30562,5/22/2016 5:00,101580,-100,8,110,6.2,289.65,287.85,89,13000,2,101480,10.8,-10,0,0,16.5,14302,5,5
12567,5/22/2016 8:00,101550,-30,8,120,9.8,289.65,286.95,84,16400,1,101450,13.2,-10,0,0,16.5,15799,8,5
47286,5/22/2016 11:00,101580,40,1,130,9.3,291.75,287.45,76,18170,3,101490,12.5,-10,0,0,18.6,19841,11,5
47291,5/22/2016 14:00,101460,-120,6,130,9.3,291.05,287.55,80,18000,2,101370,12.9,-10,,0,17.9,19184,14,5
129442,5/22/2016 17:00,101450,-10,5,140,6.2,290.95,287.25,79,15890,3,101360,10.6,-10,0,0.4,17.8,18757,17,5
129448,5/22/2016 20:00,101580,120,3,340,7.2,285.35,282.95,85,3000,63,101480,13.9,-10,,11,12.2,19821,20,5
101770,5/22/2016 23:00,101850,270,1,280,4.8,284.95,281.95,82,60000,0,101750,7.5,-10,0,2,11.8,21432,23,5
101778,5/23/2016 2:00,101920,70,2,280,5.7,284.65,279.35,70,60000,0,101820,8.2,-10,,0,11.5,17908,2,5
46119,5/23/2016 5:00,101920,0,0,280,6.2,285.05,278.85,66,40000,2,101820,9.8,-10,0,0,11.9,17545,5,5
46128,5/23/2016 8:00,101980,60,1,270,6,286.35,279.25,62,56140,1,101880,9.6,-10,0,0,13.2,22419,8,5
46155,5/23/2016 11:00,102050,70,1,300,8.7,290.05,276.35,40,40000,2,101950,15.4,-10,0,0,16.9,24055,11,5
46163,5/23/2016 14:00,101930,-110,8,290,9.1,292.65,279.05,41,40000,1,101840,17.6,-10,0,0,19.5,22894,14,5
46170,5/23/2016 17:00,101840,-90,8,320,9.5,294.35,276.95,32,40000,2,101750,17.8,-10,0,0,21.2,21133,17,5
99434,5/23/2016 20:00,101860,20,3,320,9.3,292.25,276.85,36,25000,2,101770,14.4,-10,0,0,19.1,20990,20,5
5530,5/23/2016 23:00,101940,70,3,310,5.7,287.85,278.85,55,40000,2,101840,9.3,-10,0,0,14.7,22393,23,5
99442,5/24/2016 2:00,101960,20,0,130,1,284.25,279.35,72,60000,0,101860,3.6,-10,,0,11.1,18518,2,5
